序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
137,688081,兴图新科,40.86,4.39,1.72,30582.0,124837091.0,7.26,41.74,38.9,38.9,39.14,1.85,2.97,-66.03,10.4,4210214400.0,4210214400.0,-0.29,-0.27,31.13,13.25
138,688109,品茗科技,130.16,4.39,5.47,16967.0,212758509.0,7.19,130.98,122.01,123.28,124.69,2.16,2.15,217.0,12.75,10262113768.0,10262113768.0,0.04,-0.04,-8.79,2.41
139,300204,舒泰神,30.03,4.38,1.26,815938.0,2408398399.4,6.47,30.54,28.68,28.77,28.77,2.29,17.99,-350.63,16.48,14347509827.0,13623544965.0,0.1,0.33,8.49,9.92
140,301016,雷尔伟,23.4,4.37,0.98,77681.0,181620508.08,8.56,23.99,22.07,22.5,22.42,3.26,3.75,72.17,4.97,5110560000.0,4847313697.0,0.65,0.99,13.59,3.63
141,300300,海峡创新,14.82,4.37,0.62,2126817.0,3187344187.33,8.66,15.51,14.28,14.41,14.2,1.78,31.9,-429.97,69.66,9882673459.0,9882044350.0,0.2,0.61,-12.77,-1.4
142,601609,金田股份,10.29,4.36,0.43,474556.0,486600207.0,4.26,10.45,10.03,10.14,9.86,2.64,2.75,22.67,1.79,17787687006.0,17787687006.0,0.1,0.59,-4.1,-4.72
143,603227,雪峰科技,9.88,4.33,0.41,743304.0,730074366.0,7.39,10.1,9.4,9.41,9.47,1.47,6.94,21.02,2.05,10588323767.0,10588323767.0,0.0,0.2,19.18,18.75
144,301282,金禄电子,34.5,4.32,1.43,178145.0,612508827.92,6.83,35.32,33.06,33.44,33.07,1.98,15.15,57.68,3.04,5214328896.0,4056584382.0,0.15,0.26,18.64,18.72
145,600149,廊坊发展,7.04,4.3,0.29,865137.0,625433285.0,7.85,7.43,6.9,6.9,6.75,1.3,22.76,1828.5,11.47,2676326400.0,2676326400.0,0.28,1.15,37.5,41.08
146,603668,天马科技,12.7,4.27,0.52,233557.0,292326337.0,7.06,12.88,12.02,12.06,12.18,0.9,4.62,68.05,2.75,6422685554.0,6422685554.0,-0.08,-0.08,-22.56,-23.77
147,688213,思特威-W,82.6,4.25,3.37,130421.0,1080464849.0,7.8,84.89,78.71,78.88,79.23,2.43,4.03,33.19,6.36,33230539615.0,26721882718.0,0.04,0.39,-12.11,-13.13
148,688583,思看科技,121.35,4.24,4.94,23156.0,284090957.0,9.06,127.5,116.95,118.74,116.41,1.87,7.52,112.34,9.12,10727340000.0,3737997687.0,0.02,0.25,25.39,30.22
149,300733,西菱动力,19.2,4.23,0.78,135219.0,256598417.98,4.89,19.22,18.32,18.44,18.42,1.69,6.0,58.1,3.43,5868984576.0,4329292454.0,0.1,0.0,-0.62,2.18
150,920002,万达轴承,83.81,4.22,3.39,13625.0,114155081.64,7.47,86.21,80.2,81.1,80.42,2.25,4.28,60.85,5.17,3813603748.0,2669776685.0,-0.2,0.07,-22.17,-23.67
151,600834,申通地铁,8.65,4.22,0.35,118975.0,102814418.0,5.78,8.78,8.3,8.36,8.3,4.2,2.49,76.15,2.37,4129353478.0,4129353478.0,0.23,0.23,3.47,2.25
152,688015,交控科技,22.64,4.19,0.91,39942.0,90852658.0,6.86,23.25,21.76,21.89,21.73,2.74,2.12,27.46,1.6,4271731999.0,4271731999.0,-0.92,-0.66,-1.01,-0.61
153,002703,浙江世宝,20.15,4.19,0.81,738285.0,1466376222.3,9.82,20.91,19.01,19.55,19.34,2.3,12.6,91.83,7.99,16576042538.0,11808868691.0,0.0,0.05,-5.04,-2.18
154,920748,路桥信息,38.32,4.13,1.52,22781.0,87750133.21,6.77,39.44,36.95,37.0,36.8,1.89,6.39,-48.62,13.31,2940676800.0,1366722423.0,-0.05,-0.29,-20.96,-17.66
155,920896,旺成科技,16.75,4.1,0.66,13403.0,22441324.27,7.33,17.32,16.14,16.29,16.09,1.96,3.03,27.37,3.81,1695506020.0,742069974.0,1.21,1.33,-20.47,-21.21
156,600512,腾达建设,2.55,4.08,0.1,1192299.0,306352301.0,9.8,2.68,2.44,2.45,2.45,2.69,7.51,19.36,0.65,4064217996.0,4047883166.0,-0.39,0.0,4.08,5.37
157,000890,法尔胜,15.43,4.05,0.6,1226191.0,1846721856.11,12.95,15.8,13.88,14.42,14.83,1.73,29.23,-213.25,-1167.75,6472946226.0,6472746840.0,-0.13,0.13,183.12,204.34
158,300385,雪浪环境,20.62,4.04,0.8,794111.0,1648635613.21,13.52,22.1,19.42,19.82,19.82,1.17,27.32,-32.67,83.36,6869469118.0,5993463492.0,-0.34,0.49,227.82,231.51
159,600207,安彩高科,6.7,4.04,0.26,1128172.0,757060412.0,14.75,7.08,6.13,6.29,6.44,1.24,10.36,-15.31,3.05,7298394112.0,7298394112.0,0.6,-0.74,28.85,30.1
160,301516,中远通,19.32,3.98,0.74,178489.0,343406988.53,11.09,20.13,18.07,18.66,18.58,1.84,25.43,-97.73,4.2,5423157907.0,1355789481.0,0.21,-0.16,20.83,23.77
161,300265,通光线缆,19.14,3.97,0.73,901301.0,1683518511.31,8.69,19.2,17.6,18.0,18.41,1.28,19.29,208.89,3.88,8949889552.0,8944154729.0,0.05,0.31,37.01,42.84
162,000957,中通客车,11.52,3.97,0.44,437028.0,509112271.66,9.03,12.1,11.1,11.1,11.08,3.26,7.37,18.51,2.19,6830253343.0,6830253343.0,-0.09,0.0,1.68,0.88
163,603193,润本股份,22.24,3.97,0.85,45756.0,100436178.0,5.1,22.49,21.4,21.4,21.39,3.2,4.43,25.37,4.14,8998155303.0,2298199623.0,0.0,0.14,-10.03,-8.21
164,603716,塞力医疗,23.65,3.96,0.9,414833.0,977961077.0,5.1,24.06,22.9,23.3,22.75,2.01,19.62,-42.99,4.7,5000833817.0,5000833817.0,0.0,0.13,7.4,15.09
165,688562,航天软件,19.26,3.94,0.73,124497.0,243430263.0,5.99,20.06,18.95,18.98,18.53,3.41,7.2,-680.61,4.46,7704000000.0,3332365200.0,-0.16,0.1,-15.56,-19.35
166,601766,中国中车,6.34,3.93,0.24,4096893.0,2596826600.0,5.9,6.45,6.09,6.1,6.1,2.68,1.68,13.8,1.06,181950798318.0,154238239624.0,-0.31,-0.16,-8.38,-7.04
167,300102,乾照光电,32.29,3.93,1.22,1018608.0,3354951845.71,10.98,34.18,30.77,30.98,31.07,1.98,11.12,259.2,6.91,29717580436.0,29576893714.0,0.0,0.0,31.15,17.16
168,600825,新华传媒,5.89,3.88,0.22,256251.0,153648156.0,5.64,6.17,5.85,5.89,5.67,3.26,2.45,145.64,2.47,6154389437.0,6154389437.0,0.17,0.17,-5.0,-4.69
169,000995,皇台酒业,15.0,3.88,0.56,515485.0,788791366.02,6.99,15.88,14.87,15.19,14.44,3.35,29.06,-279.69,18.05,2661120000.0,2661120000.0,0.13,0.13,14.07,19.9
170,301265,华新环保,21.33,3.85,0.79,126714.0,266777140.81,5.45,21.42,20.3,20.48,20.54,1.24,7.46,89.21,3.06,6462417972.0,3621773273.0,0.47,1.09,74.84,53.34
171,301157,华塑科技,63.5,3.83,2.34,47851.0,304389329.56,10.17,65.9,59.68,61.05,61.16,1.91,23.16,150.08,3.48,3810000000.0,1311913493.0,0.35,0.02,21.32,22.07
172,300819,聚杰微纤,40.86,3.81,1.5,98954.0,406432381.0,7.95,42.13,39.0,39.37,39.36,2.73,7.34,87.11,7.01,6096516300.0,5506385535.0,0.07,-0.61,41.83,18.19
173,600522,中天科技,30.09,3.79,1.1,2335706.0,6927521507.0,10.59,31.1,28.03,28.86,28.99,1.69,6.84,32.94,2.8,102695655029.0,102695655029.0,-0.03,0.03,62.65,66.06
174,002309,中利集团,4.94,3.78,0.18,10074936.0,4902616801.85,11.97,5.11,4.54,4.8,4.76,1.33,41.87,-79.4,7.98,14857867002.0,11886293602.0,-0.2,-0.4,42.36,45.72
175,600303,曙光股份,3.32,3.75,0.12,893408.0,301673404.0,8.75,3.52,3.24,3.24,3.2,3.21,13.22,-7.67,2.02,2269565981.0,2243005981.0,-0.6,-0.3,-0.3,1.84
176,920160,北矿检测,22.25,3.73,0.8,14689.0,32498081.0,5.97,22.67,21.39,21.46,21.45,2.61,5.76,34.09,4.75,2520480000.0,567108000.0,0.14,0.09,-10.57,-13.83
177,300011,鼎汉技术,8.15,3.69,0.29,251158.0,203570940.3,5.09,8.22,7.82,7.85,7.86,2.57,4.95,288.97,3.39,4935276404.0,4134136433.0,-0.12,0.12,-4.34,-5.01
178,603615,茶花股份,19.12,3.69,0.68,67956.0,128821779.0,5.69,19.3,18.25,18.34,18.44,1.04,2.81,589.61,4.04,4623598400.0,4623598400.0,0.1,0.21,-18.81,-18.22
179,920035,精创电气,33.0,3.68,1.17,9665.0,32128796.15,5.72,33.96,32.14,32.14,31.83,2.82,7.43,32.17,3.27,1909050000.0,429462000.0,-0.09,0.0,-21.62,-18.22
180,603345,安井食品,93.26,3.62,3.26,88293.0,823967286.0,4.5,95.35,91.3,91.5,90.0,2.55,3.01,22.87,2.01,31082525798.0,27352620076.0,0.01,-0.14,14.4,17.63
181,002183,怡 亚 通,5.74,3.61,0.2,2094246.0,1182778702.77,5.78,5.78,5.46,5.5,5.54,1.26,8.06,317.66,1.61,14906832182.0,14906746082.0,0.35,0.35,18.11,20.59
182,688618,三旺通信,31.72,3.59,1.1,35337.0,111121180.0,10.09,32.98,29.89,31.23,30.62,1.44,3.21,95.57,4.08,3495088184.0,3490717739.0,0.06,0.13,14.31,18.98
183,920108,宏海科技,11.27,3.58,0.39,21493.0,24110650.36,6.43,11.52,10.82,10.85,10.88,2.76,2.95,116.01,3.95,1940694000.0,822345416.0,0.18,0.27,-18.75,-16.21
184,002043,兔 宝 宝,15.36,3.57,0.53,114972.0,175474567.68,5.06,15.58,14.83,14.83,14.83,0.99,1.56,17.66,3.84,12745028813.0,11306830157.0,-0.07,0.0,6.59,6.59
185,603017,中衡设计,16.32,3.55,0.56,688113.0,1146282632.0,11.61,17.34,15.51,16.2,15.76,2.1,24.91,60.08,3.04,4507425582.0,4507425582.0,0.06,-0.31,51.96,47.29
186,601988,中国银行,5.87,3.53,0.2,6522541.0,3811964949.0,4.23,5.91,5.67,5.67,5.67,2.33,0.31,7.78,0.7,1891386857348.0,1237193572146.0,0.17,0.17,3.89,2.44
187,601598,中国外运,6.16,3.53,0.21,432429.0,268312488.0,6.05,6.36,6.0,6.0,5.95,2.66,0.84,10.99,1.07,44190307558.0,31770016598.0,0.16,0.0,-1.91,1.65
188,603358,华达科技,34.5,3.51,1.17,357543.0,1232108615.0,7.65,35.98,33.43,33.85,33.33,1.11,7.85,30.9,4.23,16206136122.0,15703692509.0,0.09,0.09,-25.9,-31.48
189,002352,顺丰控股,38.04,3.48,1.28,547548.0,2089701578.78,2.53,38.46,37.53,37.53,36.76,3.19,1.15,17.24,1.93,191699932758.0,181451255681.0,-0.03,-0.26,-0.63,-0.73
190,002370,亚太药业,7.43,3.48,0.25,1390564.0,1014192423.67,10.31,7.78,7.04,7.18,7.18,4.33,18.65,42.75,4.94,5540309748.0,5540309748.0,-0.13,0.41,-1.46,1.64
191,300044,ST赛为,7.79,3.45,0.26,353607.0,273124491.04,6.64,7.95,7.45,7.54,7.53,1.33,4.94,-83.13,82.74,5950541286.0,5572796201.0,0.0,0.13,95.24,95.24
192,300328,宜安科技,17.37,3.45,0.58,574230.0,986415335.83,7.21,17.62,16.41,16.61,16.79,1.72,8.37,26226.3,10.95,11992657932.0,11922190013.0,-0.06,0.17,2.36,1.76
193,688013,天臣医疗,37.17,3.45,1.24,36758.0,138572389.0,15.61,41.68,36.07,37.3,35.93,2.82,4.53,35.87,5.34,3016553652.0,3016553652.0,0.11,0.38,-29.79,-22.69
194,920839,万通液压,32.09,3.45,1.07,13845.0,44637905.93,6.83,32.99,30.87,31.16,31.02,1.55,2.13,29.96,5.72,3793357969.0,2087577918.0,0.0,0.22,-27.32,-23.99
195,603182,嘉华股份,16.24,3.44,0.54,61548.0,99772300.0,5.16,16.43,15.62,15.62,15.7,2.44,3.74,24.39,2.44,2672292000.0,2672292000.0,-0.18,-0.06,-1.58,2.65
196,600498,烽火通信,50.48,3.44,1.68,1497751.0,7431330104.0,12.11,52.41,46.5,47.6,48.8,1.56,11.78,100.3,4.3,68560294491.0,64191451099.0,-0.12,-0.04,81.13,57.36
197,002250,联化科技,16.56,3.44,0.55,269136.0,441477939.22,5.06,16.74,15.93,15.93,16.01,1.57,3.01,35.39,2.27,14901900474.0,14820798519.0,0.0,0.12,28.87,23.77
198,002655,共达电声,18.1,3.43,0.6,469474.0,859949768.73,11.26,19.14,17.17,17.52,17.5,1.96,12.98,77.83,8.92,6550246558.0,6548456015.0,0.06,0.39,40.75,40.09
199,600686,金龙汽车,17.95,3.4,0.59,348757.0,633602812.0,5.41,18.5,17.56,17.62,17.36,1.48,4.86,39.04,3.94,12871001135.0,12871001135.0,-0.17,-0.11,7.61,1.18
200,301584,建发致新,27.12,3.39,0.89,65867.0,181410836.94,8.39,28.2,26.0,26.32,26.23,1.56,12.26,37.28,5.5,11425344364.0,1456731409.0,-0.04,0.04,-14.1,-7.19
201,300416,苏试试验,17.67,3.33,0.57,331971.0,587203227.37,4.8,18.19,17.37,17.49,17.1,2.65,6.57,34.9,3.25,8986039732.0,8922540166.0,-0.11,-0.06,-3.92,-0.95
202,300709,精研科技,39.51,3.32,1.27,88788.0,350414578.9,6.51,40.42,37.93,37.99,38.24,1.79,5.95,36.58,3.2,7351889666.0,5898173740.0,-0.05,0.05,-15.69,-16.22
203,920374,云里物里,19.58,3.32,0.63,10867.0,21275430.69,5.38,19.96,18.94,19.0,18.95,1.03,3.19,102.46,5.97,1596122440.0,667943329.0,0.26,0.1,-19.89,-19.36
204,603351,威尔药业,26.24,3.31,0.84,20563.0,53165140.0,3.46,26.28,25.4,25.89,25.4,1.78,1.52,23.37,2.02,3553922824.0,3553922824.0,-0.11,0.27,-1.83,0.85
205,002762,*ST金比,7.22,3.29,0.23,81248.0,58910116.5,5.15,7.34,6.98,7.01,6.99,4.13,3.84,-24.28,3.31,2556060500.0,1526152293.0,-0.14,0.0,3.29,4.94
206,002519,银河电子,8.82,3.28,0.28,1521595.0,1331787726.77,7.26,8.95,8.33,8.41,8.54,1.31,13.6,-185.56,4.32,9935120520.0,9867687766.0,0.11,0.34,44.35,36.11
207,601288,农业银行,6.7,3.24,0.21,5836425.0,3892547281.0,3.7,6.75,6.51,6.51,6.49,2.35,0.18,8.06,0.85,2344886326949.0,2138936212206.0,0.15,0.15,-11.61,-12.76
208,002692,远程股份,6.07,3.23,0.19,650398.0,390932230.2,5.95,6.16,5.81,5.88,5.88,1.62,9.06,66.19,3.59,4359146220.0,4356493478.0,0.5,0.66,15.62,19.49
209,002059,云南旅游,5.12,3.23,0.16,281393.0,143368438.0,3.83,5.16,4.97,4.97,4.96,1.83,2.86,-15.73,4.75,5183666243.0,5033195817.0,0.0,0.0,-5.01,-4.83
210,001270,*ST铖昌,112.5,3.22,3.51,94045.0,1067581267.58,2.53,114.44,111.68,112.43,108.99,1.38,4.62,192.47,15.75,23187926363.0,22893700613.0,-0.02,-0.01,47.1,22.72
211,301171,易点天下,45.93,3.21,1.43,477042.0,2196042231.51,6.74,47.12,44.12,44.2,44.5,2.8,12.48,137.08,5.85,21673719617.0,17552868350.0,0.04,0.28,29.49,13.41
212,600396,华电辽能,8.35,3.21,0.26,4037494.0,3176743703.0,17.43,8.72,7.31,7.52,8.09,1.71,27.42,2774.43,9.1,12297101922.0,12297101922.0,-0.71,0.12,182.09,192.98
213,002353,杰瑞股份,96.8,3.21,3.01,375702.0,3699354168.99,4.45,100.2,96.03,98.0,93.79,1.61,5.42,41.11,4.47,99109244634.0,67106008552.0,0.1,-0.08,36.74,36.67
214,301603,乔锋智能,72.12,3.19,2.23,33258.0,237468691.28,5.05,72.8,69.27,70.08,69.89,1.45,8.81,25.39,3.64,8709211200.0,2721267900.0,0.03,0.14,-4.3,-4.6
215,300407,凯发电气,12.96,3.18,0.4,95025.0,122859924.0,6.61,13.29,12.46,12.57,12.56,1.31,3.68,45.11,2.15,4147724789.0,3342839751.0,0.0,0.15,10.86,14.49
216,001213,中铁特货,4.24,3.16,0.13,537613.0,228158714.61,4.87,4.3,4.1,4.12,4.11,1.98,1.21,29.9,0.98,18844444443.0,18844444443.0,-0.24,-0.24,2.66,4.69
217,300464,星徽股份,7.88,3.14,0.24,268435.0,210371135.71,5.1,7.98,7.59,7.63,7.64,1.73,7.55,1005.01,25.98,3607618944.0,2800100279.0,-0.38,-0.25,17.44,24.29
218,301600,慧翰股份,102.09,3.13,3.1,15729.0,161150844.79,6.5,105.4,98.97,98.99,98.99,1.91,4.88,58.9,8.48,10670804115.0,3293270265.0,0.1,0.09,-24.27,-21.35
219,605298,必得科技,46.58,3.12,1.41,27146.0,127850114.0,6.46,48.42,45.5,45.5,45.17,2.02,1.46,129.58,8.38,8750053000.0,8675571580.0,0.0,0.06,16.48,16.54
220,688234,天岳先进,81.9,3.12,2.48,105595.0,874587460.0,7.49,84.95,79.0,79.19,79.42,2.2,2.46,-190.53,5.53,39690258754.0,35193334504.0,-0.04,-0.06,-11.52,-7.85
221,301137,哈焊华通,47.71,3.09,1.43,70240.0,331703711.34,5.12,48.4,46.03,46.03,46.28,1.21,3.86,249.34,6.33,8674317314.0,8674317314.0,-0.02,0.29,-1.73,1.49
222,688131,皓元医药,69.31,3.08,2.07,66883.0,466332110.0,5.65,71.09,67.29,67.29,67.24,1.54,3.15,59.33,4.67,14700924636.0,14700924636.0,-0.04,-0.01,-5.38,-3.84
223,603052,可川科技,65.62,3.08,1.96,121225.0,775687254.0,10.35,66.66,60.07,62.38,63.66,1.44,6.45,371.29,11.33,12329819645.0,12329819645.0,0.02,-0.14,98.61,107.99
224,002917,金奥博,13.45,3.07,0.4,104057.0,141326497.5,7.28,13.92,12.97,13.05,13.05,2.59,3.99,26.39,2.78,4675410950.0,3503429517.0,-0.07,-0.15,0.52,0.52
225,920564,天润科技,24.3,3.05,0.72,29250.0,71832826.14,6.79,25.0,23.4,23.64,23.58,1.75,7.14,350.42,6.68,2165217990.0,996073937.0,-0.16,0.0,-1.86,6.86
226,300051,琏升科技,12.18,3.05,0.36,501151.0,615709303.4,10.66,12.8,11.54,11.55,11.82,0.76,13.63,-37.43,28.1,4531175464.0,4478293863.0,-0.16,0.0,82.34,88.84
227,603790,雅运股份,22.0,3.04,0.65,55413.0,124422850.0,8.57,23.28,21.45,21.7,21.35,1.61,2.9,48.17,3.34,4209920000.0,4209920000.0,-0.54,0.09,9.07,12.88
228,000801,四川九洲,13.6,3.03,0.4,217480.0,297573584.1,5.68,13.95,13.2,13.22,13.2,1.18,2.14,77.15,4.45,13822016722.0,13817166745.0,0.0,-0.07,-21.43,-19.81
229,002508,老板电器,21.12,3.02,0.62,99861.0,210495853.02,4.59,21.43,20.49,20.5,20.5,2.12,1.07,12.93,1.75,19957109906.0,19716613741.0,0.0,-0.05,8.31,9.15
230,301218,华是科技,34.0,3.0,0.99,72096.0,249370860.89,11.75,36.38,32.5,33.01,33.01,1.49,10.29,-151.37,4.22,3877360000.0,2382340424.0,-0.18,-0.21,41.55,43.82
231,002938,鹏鼎控股,52.17,3.0,1.52,430367.0,2285961388.45,9.26,54.56,49.87,50.65,50.65,2.11,1.86,32.35,3.54,120932721505.0,120483131348.0,0.0,0.02,0.46,3.14
232,920090,同辉信息,6.88,2.99,0.2,85087.0,56708755.98,7.78,6.94,6.42,6.84,6.68,1.31,6.29,-22.43,29.91,1371414796.0,931190112.0,0.0,0.44,5.2,8.35
233,301230,泓博医药,40.61,2.99,1.18,189144.0,765225040.82,5.6,41.8,39.59,40.17,39.43,2.58,15.06,122.35,5.52,5668612029.0,5101258856.0,0.0,0.2,36.83,36.41
234,920000,安徽凤凰,15.86,2.99,0.46,13053.0,20810612.71,5.26,16.18,15.37,15.41,15.4,1.39,2.27,21.4,2.19,1454044800.0,913439651.0,-0.13,0.0,-18.79,-17.95
235,300337,银邦股份,13.58,2.96,0.39,855337.0,1135920657.25,7.58,13.7,12.7,12.9,13.19,2.63,12.02,130.92,6.46,11161885869.0,9660806093.0,0.0,0.07,0.44,-12.44
236,301080,百普赛斯,43.78,2.94,1.25,51009.0,223496110.71,5.41,44.57,42.27,42.38,42.53,1.86,4.05,41.45,2.78,7319039487.0,5516207500.0,-0.11,-0.07,-20.73,-18.93
237,600379,宝光股份,11.92,2.94,0.34,100670.0,119844522.0,7.6,12.27,11.39,11.55,11.58,1.81,3.05,59.66,5.07,3936002643.0,3936002643.0,0.0,0.08,-1.41,2.23
238,002021,中捷资源,3.15,2.94,0.09,672234.0,213997431.36,7.19,3.27,3.05,3.06,3.06,1.73,5.62,2315.76,6.05,3765753567.0,3765629357.0,-0.63,0.0,27.02,27.53
239,000550,江铃汽车,18.23,2.94,0.52,100049.0,183918969.15,5.08,18.61,17.71,17.71,17.71,2.39,1.93,13.25,1.34,15736391220.0,9451583407.0,-0.11,-0.11,-2.2,-1.99
240,300766,每日互动,36.21,2.93,1.03,352837.0,1287504619.03,6.54,37.5,35.2,35.35,35.18,1.97,9.85,-197.82,9.1,14293888701.0,12972233876.0,0.0,0.11,16.32,10.5
241,300683,海特生物,43.36,2.9,1.22,223589.0,985993091.81,10.47,45.95,41.54,42.12,42.14,1.48,18.32,-26.93,2.54,5675580794.0,5292722834.0,-0.21,0.02,51.45,56.36
242,920943,优机股份,20.01,2.88,0.56,15657.0,31489891.21,6.27,20.55,19.33,19.68,19.45,2.07,3.02,27.45,3.04,2031442774.0,1036674738.0,0.05,-0.1,-30.18,-24.35
243,920116,星图测控,89.9,2.88,2.52,51451.0,471650785.39,8.18,94.53,87.38,87.43,87.38,2.19,3.35,142.45,24.47,14363772500.0,13797402500.0,-0.11,0.07,6.38,6.39
244,000157,中联重科,8.6,2.87,0.24,1017709.0,882205590.77,2.99,8.78,8.53,8.58,8.36,1.63,1.44,15.31,1.29,74377403030.0,60799158560.0,-0.46,-0.46,4.5,2.02
245,300472,*ST新元,8.59,2.87,0.24,121826.0,105239755.39,7.78,8.95,8.3,8.3,8.35,1.98,4.6,-21.7,-42.97,2364471554.0,2274987377.0,0.0,0.0,4.0,11.56
246,603286,日盈电子,57.69,2.85,1.6,49908.0,291399555.0,10.25,60.85,55.1,56.5,56.09,1.51,4.32,-129.2,8.36,6772571259.0,6658281600.0,-0.05,-0.24,-1.69,-16.58
247,603284,林平发展,46.65,2.84,1.29,30216.0,139078337.0,3.26,46.8,45.32,45.32,45.36,1.99,16.36,24.03,1.81,3518100420.0,861784250.0,-0.21,-0.26,23.15,23.15
248,603666,亿嘉和,26.44,2.84,0.73,44460.0,117511134.0,5.76,27.19,25.71,25.72,25.71,2.02,2.16,-96.32,2.57,5434224305.0,5434224305.0,0.04,0.04,-13.03,-10.98
249,605198,安德利,40.35,2.83,1.11,57632.0,239290697.0,10.65,43.16,38.98,38.98,39.24,3.2,2.13,40.82,4.85,13484485800.0,10916127600.0,0.42,-0.57,10.07,7.26
250,300780,德恩精工,22.51,2.83,0.62,236837.0,547507049.14,9.18,23.8,21.79,22.08,21.89,3.31,22.02,-76.28,3.22,3301541700.0,2420613120.0,-0.18,-0.13,17.48,16.75
251,003036,泰坦股份,27.86,2.8,0.76,211833.0,590680785.08,7.49,28.88,26.85,26.91,27.1,1.15,9.8,107.29,4.36,6025308862.0,6025154239.0,0.04,-0.43,76.22,79.97
252,688479,友车科技,31.57,2.8,0.86,23794.0,74920697.0,5.6,32.3,30.58,30.73,30.71,1.3,3.82,106.78,2.43,4556100318.0,1967360318.0,0.0,0.13,68.64,67.66
253,301393,昊帆生物,52.01,2.79,1.41,26034.0,136843625.0,8.04,54.09,50.02,50.58,50.6,2.55,6.18,42.45,2.39,5617080000.0,2189869348.0,0.04,0.08,2.62,2.6
254,300058,蓝色光标,14.8,2.78,0.4,4858636.0,7224634099.85,6.46,15.26,14.33,14.34,14.4,2.65,13.96,203.65,6.7,53135274160.0,51504440418.0,-0.2,0.07,66.67,28.47
255,688571,杭华股份,7.78,2.77,0.21,70212.0,54109505.0,4.23,7.85,7.53,7.56,7.57,2.12,1.66,30.41,1.97,3300048046.0,3300048046.0,0.13,0.26,3.32,4.43
256,920833,美心翼申,15.62,2.76,0.42,22553.0,35034907.52,7.63,16.22,15.06,15.33,15.2,1.91,3.61,44.6,2.1,1286463200.0,975613485.0,0.58,0.9,-7.35,-4.41
257,603087,甘李药业,64.0,2.75,1.71,130509.0,839870835.0,3.21,65.0,63.0,63.49,62.29,1.76,2.34,35.04,3.39,38227518016.0,35702949120.0,-0.12,-0.16,-4.46,-5.98
258,600193,*ST创兴,4.11,2.75,0.11,92913.0,38070202.0,5.5,4.17,3.95,3.95,4.0,0.78,2.18,-169.79,19.63,1748283030.0,1748283030.0,-0.24,0.0,2.75,7.31
259,300065,海兰信,23.64,2.74,0.63,851070.0,2039909107.82,7.48,24.62,22.9,23.06,23.01,1.97,12.96,321.36,9.71,17057185742.0,15528999975.0,-0.04,0.04,29.46,30.1
260,301153,中科江南,24.84,2.73,0.66,169060.0,417258282.29,3.89,24.96,24.02,24.13,24.18,1.88,5.14,86.89,4.74,8764808407.0,8178073399.0,-0.04,0.12,22.79,0.49
261,920146,华阳变速,7.17,2.72,0.19,70236.0,50240982.12,5.59,7.34,6.95,6.97,6.98,1.03,6.56,-38.92,4.94,967881476.0,768178399.0,0.0,0.56,-19.17,-16.92
262,603111,康尼机电,6.85,2.7,0.18,189173.0,130558914.0,6.15,7.01,6.6,6.62,6.67,3.33,2.22,16.99,1.49,5904910103.0,5842218383.0,-0.15,0.0,-3.11,0.0
263,603075,热威股份,21.7,2.7,0.57,29804.0,64813527.0,3.98,21.97,21.13,21.13,21.13,1.87,7.23,26.6,4.17,8733883509.0,895017932.0,-0.09,-0.05,-1.41,-0.64
264,688383,新益昌,75.56,2.69,1.98,22605.0,172195417.0,7.68,78.49,72.84,72.84,73.58,2.01,2.22,-57.8,6.21,7680409540.0,7680409540.0,0.0,0.37,0.36,-3.46
265,605222,起帆电缆,22.96,2.68,0.6,244481.0,568256563.0,8.23,23.98,22.14,22.24,22.36,2.58,5.92,31.82,2.03,9480255130.0,9480255130.0,-0.13,-0.04,25.6,24.85
266,603759,海天股份,9.96,2.68,0.26,149912.0,149386693.0,7.73,10.36,9.61,9.62,9.7,0.97,3.25,33.18,1.62,4599129600.0,4599129600.0,-0.3,-0.1,-4.87,-5.5
267,300374,中铁装配,14.61,2.67,0.38,83411.0,122329880.0,5.41,14.93,14.16,14.23,14.23,2.16,3.39,-29.72,4.83,3592779244.0,3592357161.0,0.07,-0.07,-9.48,-6.76
268,688163,赛伦生物,27.67,2.67,0.72,43579.0,120148757.0,5.01,28.04,26.69,26.93,26.95,1.82,4.03,57.9,2.69,2994447400.0,2994447400.0,0.04,-0.07,24.92,27.1
269,605056,咸亨国际,23.95,2.66,0.62,91849.0,218834504.0,5.36,24.4,23.15,23.43,23.33,1.06,2.28,57.36,5.85,9804967140.0,9661267140.0,0.08,0.08,37.49,45.86
270,603150,万朗磁塑,48.0,2.65,1.24,33017.0,160959171.0,8.34,50.66,46.76,46.76,46.76,1.31,3.86,33.77,2.42,4103184000.0,4103184000.0,-0.33,-0.12,17.94,26.38
271,301188,力诺药包,17.04,2.65,0.44,52804.0,89345964.28,3.13,17.12,16.6,16.6,16.6,1.04,1.97,67.2,2.69,4558823920.0,4558823920.0,0.35,0.24,-4.05,-3.18
272,603122,合富中国,17.36,2.6,0.44,791971.0,1393075005.0,5.5,17.9,16.97,16.97,16.92,3.3,19.9,-205.4,6.53,6910193709.0,6910193709.0,0.0,0.06,-33.33,-28.85
