序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2558,600022,山东钢铁,1.52,-1.3,-0.02,1164622.0,179175668.0,2.6,1.56,1.52,1.54,1.54,0.71,1.09,87.24,0.86,16262251322.0,16262251322.0,-0.65,0.0,0.0,0.66
2559,000703,恒逸石化,12.19,-1.3,-0.16,187904.0,230290679.75,4.05,12.51,12.01,12.26,12.35,0.41,0.52,142.53,1.88,43915958779.0,43681250690.0,-0.41,-0.33,25.54,13.18
2560,688538,和辉光电-U,2.28,-1.3,-0.03,476628.0,109713434.0,2.16,2.33,2.28,2.3,2.31,0.87,0.83,-15.99,3.93,31485517785.0,13115097453.0,-0.44,-0.44,-15.24,-14.29
2561,600182,S佳通,13.62,-1.3,-0.18,18882.0,25911637.0,2.03,13.86,13.58,13.7,13.8,1.48,1.11,28.54,4.11,4630800000.0,2315400000.0,-0.07,0.0,-10.63,-8.53
2562,002306,*ST云网,2.27,-1.3,-0.03,258433.0,59584349.29,4.35,2.35,2.25,2.32,2.3,1.5,3.18,-73.46,-51.79,1974360875.0,1847597065.0,0.44,0.44,6.57,14.07
2563,688393,安必平,23.53,-1.3,-0.31,15085.0,36442515.0,7.21,25.23,23.51,23.97,23.84,1.05,1.61,-48.96,1.85,2201647957.0,2201647957.0,-0.38,-0.17,-1.71,-0.68
2564,920505,九菱科技,37.33,-1.3,-0.49,6420.0,24416726.46,4.26,38.88,37.27,38.17,37.82,0.81,1.78,137.36,7.19,2421512361.0,1347358820.0,0.05,0.05,-17.23,-13.95
2565,002884,凌霄泵业,18.22,-1.3,-0.24,32077.0,59225713.44,2.76,18.7,18.19,18.45,18.46,1.01,1.17,13.91,2.82,6516975314.0,4975380731.0,0.0,-0.05,0.22,3.0
2566,603681,永冠新材,17.46,-1.3,-0.23,66960.0,117505366.0,2.71,17.78,17.3,17.63,17.69,0.82,3.38,23.24,1.28,3457402032.0,3457402032.0,-0.11,-0.23,-12.96,-8.01
2567,002989,中天精装,25.82,-1.3,-0.34,21579.0,56771872.72,4.28,26.91,25.79,26.29,26.16,0.72,1.18,-62.92,3.48,5205501570.0,4733557155.0,-0.04,-0.15,-13.56,-16.28
2568,002562,兄弟科技,6.09,-1.3,-0.08,254605.0,157735736.19,3.89,6.32,6.08,6.17,6.17,0.77,3.63,51.46,1.76,6959785475.0,4272310288.0,0.0,0.0,-5.43,-5.73
2569,603689,皖天然气,8.32,-1.3,-0.11,41099.0,34484908.0,2.25,8.5,8.31,8.4,8.43,0.68,0.79,12.51,1.23,4374639976.0,4354960014.0,0.0,0.0,0.6,2.59
2570,603160,汇顶科技,65.9,-1.3,-0.87,32319.0,215154322.0,2.04,67.19,65.83,66.57,66.77,0.88,0.69,36.63,3.27,30665641939.0,30665641939.0,0.05,0.03,-16.41,-16.58
2571,000789,万年青,5.3,-1.3,-0.07,115787.0,61895310.4,2.05,5.41,5.3,5.37,5.37,0.88,1.45,145.65,0.65,4226259300.0,4226259300.0,-0.19,-0.19,-2.39,1.34
2572,603887,城地香江,15.96,-1.3,-0.21,250800.0,413493745.0,6.8,17.06,15.96,16.14,16.17,1.01,4.21,2525.85,2.72,9608389559.0,9500659559.0,-0.31,-0.13,14.99,18.05
2573,603611,诺力股份,20.28,-1.31,-0.27,34778.0,71214808.0,2.63,20.81,20.27,20.52,20.55,0.78,1.35,12.17,1.65,5224144041.0,5224144041.0,0.0,-0.05,-16.95,-17.06
2574,002613,北玻股份,3.78,-1.31,-0.05,133203.0,51124221.06,2.87,3.89,3.78,3.86,3.83,0.77,1.72,293.69,1.9,4160149656.0,2919129714.0,0.0,0.0,-0.26,1.61
2575,920489,佳先股份,13.53,-1.31,-0.18,9914.0,13626477.99,3.43,13.97,13.5,13.71,13.71,0.62,1.14,-915.8,3.84,1846292976.0,1174749407.0,0.22,-0.22,-28.37,-24.83
2576,002285,世联行,3.01,-1.31,-0.04,629848.0,192789308.33,4.59,3.13,2.99,3.07,3.05,0.84,3.19,-108.28,2.14,5998415404.0,5947086440.0,0.0,0.33,0.67,5.61
2577,600685,中船防务,28.58,-1.31,-0.38,132206.0,382941345.0,2.94,29.41,28.56,28.89,28.96,0.99,1.61,40.07,2.22,40398012283.0,23476617473.0,-0.07,-0.03,0.35,0.46
2578,688208,道通科技,31.45,-1.32,-0.42,62043.0,196918524.0,2.89,32.29,31.37,31.88,31.87,0.8,0.93,22.52,5.73,21077270635.0,21077270635.0,-0.1,-0.03,-13.41,-14.54
2579,300079,数码视讯,5.23,-1.32,-0.07,208946.0,110534034.79,2.83,5.36,5.21,5.31,5.3,0.77,1.63,227.19,1.77,7458126764.0,6702138601.0,0.19,0.19,-1.51,-2.97
2580,600482,中国动力,31.33,-1.32,-0.42,328796.0,1055043437.0,5.89,33.07,31.2,32.0,31.75,0.87,1.45,44.13,1.76,71064158709.0,71064158709.0,-0.13,-0.1,49.69,51.35
2581,301173,毓恬冠佳,41.88,-1.32,-0.56,5155.0,21797668.25,2.64,42.85,41.73,42.51,42.44,1.02,1.67,21.26,2.41,3678520251.0,1291104239.0,-0.07,-0.19,-9.23,-6.93
2582,600753,*ST海钦,12.0,-1.32,-0.16,34832.0,42518106.0,4.69,12.47,11.9,12.1,12.16,0.94,1.51,80.72,124.28,2763686100.0,2763686100.0,0.84,0.17,48.15,41.34
2583,301395,仁信新材,15.71,-1.32,-0.21,39567.0,63238564.0,3.89,16.3,15.68,16.0,15.92,0.92,3.08,89.24,2.47,3815180381.0,2020964846.0,-0.06,-0.06,43.86,28.14
2584,600038,中直股份,33.76,-1.32,-0.45,80657.0,274351677.0,2.4,34.43,33.61,34.02,34.21,1.17,1.21,42.46,1.57,27679594871.0,22583253061.0,0.0,-0.03,-5.83,-6.56
2585,688543,国科军工,66.77,-1.32,-0.89,58198.0,392988091.0,3.28,68.78,66.56,67.88,67.66,0.81,5.02,56.55,5.78,13944382210.0,7742784610.0,0.0,0.03,13.75,7.57
2586,601929,吉视传媒,2.99,-1.32,-0.04,658609.0,199678845.0,3.63,3.09,2.98,3.03,3.03,0.85,1.89,-22.59,2.08,10434466622.0,10434466622.0,0.0,0.0,-11.01,-13.08
2587,300685,艾德生物,22.45,-1.32,-0.3,91367.0,206620308.92,2.42,22.93,22.38,22.6,22.75,0.94,2.35,24.56,4.32,8789986433.0,8746460799.0,0.18,0.18,8.61,9.73
2588,002880,卫光生物,26.93,-1.32,-0.36,17057.0,46302345.0,2.6,27.6,26.89,27.29,27.29,0.57,0.75,29.02,2.63,6107724000.0,6107724000.0,0.0,0.04,3.26,5.61
2589,002681,奋达科技,5.23,-1.32,-0.07,175505.0,92901201.88,2.45,5.36,5.23,5.28,5.3,0.72,1.15,550.63,4.12,9386031173.0,8015920479.0,-0.19,-0.19,-21.12,-21.35
2590,000530,冰山冷热,5.99,-1.32,-0.08,95316.0,57844269.79,3.13,6.16,5.97,6.07,6.07,0.74,1.59,41.95,1.59,5050842917.0,3594248363.0,0.0,0.17,-15.87,-18.17
2591,605368,蓝天燃气,8.21,-1.32,-0.11,66956.0,55162697.0,1.8,8.33,8.18,8.26,8.32,0.87,0.94,16.79,1.82,5867160862.0,5867160862.0,0.12,0.12,5.53,6.35
2592,920023,田野股份,3.7,-1.33,-0.05,41654.0,15476893.49,3.73,3.78,3.64,3.76,3.75,0.83,1.55,102.6,1.01,1211024800.0,994591561.0,1.09,0.82,-23.71,-21.61
2593,300177,中海达,8.13,-1.33,-0.11,79711.0,65669044.0,2.67,8.33,8.11,8.24,8.24,0.88,1.31,-98.69,4.01,6050094507.0,4929245431.0,-0.25,0.0,-20.06,-21.3
2594,300180,华峰超纤,5.92,-1.33,-0.08,195910.0,117344574.96,2.67,6.07,5.91,6.01,6.0,0.81,1.14,82.03,2.21,10425476118.0,10138805369.0,0.0,0.0,-10.98,-14.57
2595,301289,国缆检测,51.88,-1.33,-0.7,6194.0,32687175.21,3.29,53.59,51.86,52.66,52.58,1.1,0.8,45.97,4.09,4046640000.0,4020746692.0,-0.19,-0.33,-12.92,-11.65
2596,002279,久其软件,8.15,-1.33,-0.11,157040.0,129494407.5,2.54,8.36,8.15,8.25,8.26,0.69,1.99,-182.89,5.02,7026985999.0,6436277894.0,-0.12,0.0,4.62,2.0
2597,601162,天风证券,3.7,-1.33,-0.05,768584.0,287432299.0,2.4,3.79,3.7,3.75,3.75,0.82,0.89,182.56,1.37,37273745366.0,31812490754.0,-0.27,-0.27,-12.74,-11.06
2598,601010,文峰股份,2.22,-1.33,-0.03,202676.0,45652446.0,3.11,2.29,2.22,2.24,2.25,0.87,1.1,181.06,0.96,4102560000.0,4102560000.0,0.0,0.0,-24.49,-18.68
2599,688327,云从科技-UW,12.61,-1.33,-0.17,153665.0,197052057.0,3.83,13.05,12.56,12.76,12.78,0.82,1.84,-24.03,17.51,13096096837.0,10509691514.0,-0.16,-0.08,-10.06,-12.25
2600,300945,曼卡龙,15.59,-1.33,-0.21,93974.0,149068128.17,3.54,16.15,15.59,15.8,15.8,0.7,3.94,29.99,2.45,4085696696.0,3716666087.0,-0.13,-0.13,-8.4,-3.53
2601,002225,濮耐股份,5.2,-1.33,-0.07,140435.0,73889383.1,2.47,5.33,5.2,5.25,5.27,0.64,1.44,47.66,1.46,6028043564.0,5065719594.0,-0.38,-0.19,-13.91,-8.77
2602,002136,安 纳 达,12.63,-1.33,-0.17,72205.0,92394919.0,3.83,13.09,12.6,12.8,12.8,0.79,3.37,-29.33,2.51,2715702600.0,2708576249.0,0.0,0.0,3.95,4.04
2603,920009,丹娜生物,63.78,-1.33,-0.86,1413.0,9116586.57,3.81,65.57,63.11,64.31,64.64,0.53,1.96,36.38,5.22,3532774200.0,459216000.0,-0.47,0.63,-18.65,-15.96
2604,920278,鹿得医疗,7.42,-1.33,-0.1,16140.0,12195228.88,4.26,7.68,7.36,7.53,7.52,0.87,2.18,68.46,3.37,1294790000.0,549436160.0,0.82,0.13,-22.87,-16.72
2605,600775,南京熊猫,13.36,-1.33,-0.18,234914.0,317743798.0,3.55,13.78,13.3,13.52,13.54,0.74,3.5,1137.65,3.91,12208882747.0,8975762747.0,-0.07,0.3,10.5,9.33
2606,300281,金明精机,6.69,-1.33,-0.09,55657.0,37802034.55,3.1,6.9,6.69,6.8,6.78,1.11,1.4,234.85,2.22,2802598750.0,2658110351.0,-0.3,-0.15,-17.91,-18.12
2607,300928,华安鑫创,29.45,-1.34,-0.4,8871.0,26385529.0,2.98,30.24,29.35,29.87,29.85,0.74,1.66,-30.28,2.15,2356000000.0,1578121777.0,-0.1,-0.14,-6.95,-5.46
2608,300886,华业香料,28.71,-1.34,-0.39,13276.0,38454287.7,3.09,29.46,28.56,29.08,29.1,0.86,3.04,64.85,3.67,2147450580.0,1253085273.0,0.0,0.17,10.04,10.81
2609,601615,明阳智能,16.97,-1.34,-0.23,698546.0,1206308608.0,4.24,17.68,16.95,17.25,17.2,0.65,3.09,37.59,1.46,38377599101.0,38377599101.0,-0.24,-0.29,15.29,17.2
2610,300048,合康新能,6.63,-1.34,-0.09,223108.0,149948149.37,3.57,6.86,6.62,6.71,6.72,0.56,1.98,120.63,4.11,7480611477.0,7465278773.0,0.0,0.0,12.37,11.43
2611,300869,康泰医学,13.27,-1.34,-0.18,24456.0,32901469.94,2.6,13.62,13.27,13.48,13.45,0.75,0.97,425.43,3.07,5331928424.0,3362103310.0,0.0,-0.08,-14.05,-11.53
2612,300075,数字政通,12.54,-1.34,-0.17,60769.0,76979480.4,3.23,12.9,12.49,12.71,12.71,0.77,1.18,-111.91,2.23,7788972181.0,6463598489.0,0.0,0.08,-16.01,-18.25
2613,300826,测绘股份,16.14,-1.34,-0.22,21105.0,34383519.0,3.36,16.62,16.07,16.62,16.36,0.78,1.24,106.71,1.99,2846042026.0,2737015357.0,-0.25,-0.25,-5.61,-5.61
2614,688709,成都华微,42.69,-1.34,-0.58,46542.0,202574954.0,4.58,44.55,42.57,42.96,43.27,0.95,2.1,115.54,8.89,27186999540.0,9466347455.0,-0.07,-0.12,-11.98,-7.18
2615,603011,合锻智能,20.69,-1.34,-0.28,165881.0,349747296.0,4.34,21.56,20.65,21.05,20.97,0.82,3.36,-173.08,4.87,10229434702.0,10229434702.0,-0.14,-0.05,-9.77,-12.74
2616,002022,科华生物,5.88,-1.34,-0.08,67515.0,40295198.0,3.02,6.05,5.87,5.96,5.96,0.77,1.31,-9.75,0.98,3024375401.0,3023802101.0,-0.17,0.0,-2.81,-1.01
2617,002317,众生药业,18.4,-1.34,-0.25,213665.0,397113421.34,2.84,18.89,18.36,18.55,18.65,0.95,2.81,46.81,3.88,15638720777.0,14013760270.0,0.16,0.11,-5.59,-3.06
2618,600774,汉商集团,8.82,-1.34,-0.12,35596.0,31809894.0,3.13,9.09,8.81,8.96,8.94,0.77,1.21,209.28,1.56,2602185786.0,2600843161.0,0.0,-0.23,-7.16,-3.5
2619,300999,金龙鱼,28.67,-1.34,-0.39,120522.0,349004772.22,2.37,29.35,28.66,29.01,29.06,0.91,2.22,49.3,1.61,155437029337.0,15557692271.0,0.0,-0.07,-1.34,-0.24
2620,002659,凯文教育,5.14,-1.34,-0.07,88077.0,45811391.0,2.88,5.28,5.13,5.25,5.21,0.82,1.47,2411.06,1.42,3075161174.0,3075146720.0,0.0,0.19,-5.86,-12.29
2621,600429,三元股份,5.88,-1.34,-0.08,343325.0,204922745.0,3.52,6.08,5.87,5.99,5.96,1.49,2.29,28.06,1.69,8832283702.0,8805637665.0,-0.17,-0.34,6.52,13.51
2622,000061,农 产 品,7.38,-1.34,-0.1,229995.0,171057617.62,3.21,7.58,7.34,7.45,7.48,0.93,1.28,41.64,1.74,14649013641.0,13242022471.0,-0.14,0.0,-25.6,-28.28
2623,000066,中国长城,14.71,-1.34,-0.2,473964.0,704924399.31,2.55,15.08,14.7,14.84,14.91,0.54,1.47,2215.06,4.28,47451504584.0,47448426517.0,0.0,0.0,3.59,2.08
2624,600689,上海三毛,13.11,-1.35,-0.18,20463.0,27152984.0,3.09,13.48,13.07,13.28,13.29,0.68,1.34,129.59,5.56,2634996507.0,1995396315.0,-0.15,0.0,-3.1,-2.46
2625,002830,名雕股份,21.17,-1.35,-0.29,17367.0,37205970.64,2.89,21.72,21.1,21.36,21.46,0.73,2.6,133.11,4.32,2822807800.0,1415267425.0,0.0,0.14,1.58,8.56
2626,300663,科蓝软件,13.17,-1.35,-0.18,91431.0,122888046.15,3.9,13.68,13.16,13.47,13.35,0.97,2.0,-447.85,8.33,6301205425.0,6025931604.0,-0.08,-0.15,-23.61,-25.34
2627,600456,宝钛股份,33.61,-1.35,-0.46,71429.0,242323185.0,2.55,34.35,33.48,33.9,34.07,0.82,1.5,38.64,2.22,16058103086.0,16058103086.0,-0.06,-0.03,-8.64,-14.8
2628,603516,淳中科技,138.41,-1.35,-1.9,37204.0,515671823.0,3.92,141.17,135.67,140.3,140.31,0.78,1.83,-721.68,20.21,28134362496.0,28134362496.0,-0.06,0.17,-38.49,-38.07
2629,300925,法本信息,17.48,-1.35,-0.24,44050.0,77988884.29,2.82,17.95,17.45,17.71,17.72,0.74,1.26,66.15,3.41,7493832359.0,6110066055.0,0.0,0.06,-15.43,-17.7
2630,603556,海兴电力,32.8,-1.35,-0.45,50145.0,165241408.0,3.4,33.6,32.47,33.39,33.25,1.12,1.03,16.34,2.16,15949464776.0,15949464776.0,-0.09,-0.06,-5.09,-9.89
2631,002486,嘉麟杰,2.93,-1.35,-0.04,232207.0,69134433.0,3.37,3.02,2.92,2.99,2.97,0.73,2.83,34.84,2.23,2415149483.0,2403967944.0,-0.34,0.0,-8.15,-5.79
2632,300603,立昂技术,11.68,-1.35,-0.16,527852.0,625814340.73,4.73,12.18,11.62,11.73,11.84,0.92,14.12,-67.96,3.87,5428843338.0,4367516463.0,0.09,0.09,19.67,20.16
2633,003005,竞业达,18.22,-1.35,-0.25,18265.0,33648436.6,2.11,18.61,18.22,18.4,18.47,0.52,1.44,-94.09,2.35,4215901950.0,2313542913.0,-0.22,-0.22,-10.42,-10.64
2634,603101,汇嘉时代,8.03,-1.35,-0.11,33262.0,27029708.0,2.83,8.25,8.02,8.16,8.14,0.66,0.71,35.23,2.66,3777312000.0,3777312000.0,0.0,-0.12,-19.22,-16.0
2635,688509,正元地信,4.4,-1.35,-0.06,82479.0,36828004.0,2.91,4.52,4.39,4.47,4.46,0.97,2.14,-19.9,2.97,3388000000.0,1693085680.0,-0.23,-0.23,-13.73,-19.85
2636,603310,巍华新材,16.1,-1.35,-0.22,11248.0,18274896.0,2.14,16.42,16.07,16.33,16.32,0.77,0.58,38.42,1.4,5559974000.0,3123561000.0,0.0,0.12,-6.12,-4.22
2637,301565,中仑新材,20.96,-1.36,-0.29,21796.0,45847546.96,2.4,21.36,20.85,21.29,21.25,0.76,1.7,94.11,3.48,8384209600.0,2683089600.0,0.1,0.29,-16.23,-13.17
2638,002036,联创电子,8.69,-1.36,-0.12,181019.0,158925599.89,2.5,8.89,8.67,8.78,8.81,0.77,1.72,135.37,4.28,9190527107.0,9172014965.0,0.12,0.12,-21.71,-21.14
2639,301353,普莱得,26.93,-1.36,-0.37,10228.0,27826571.4,2.93,27.6,26.8,27.5,27.3,0.88,3.21,32.24,2.04,2644021036.0,858562036.0,0.0,0.22,-0.37,1.24
2640,600515,海南机场,3.62,-1.36,-0.05,721506.0,264394017.0,2.72,3.72,3.62,3.67,3.67,0.87,0.79,482.04,1.76,41359620759.0,33217165279.0,-0.28,-0.28,-31.44,-32.08
2641,688111,金山办公,233.56,-1.36,-3.23,45394.0,1073656325.0,3.07,240.3,233.03,237.66,236.79,1.01,0.98,58.93,8.42,108225192581.0,108225192581.0,-0.59,-0.15,-22.8,-23.94
2642,920670,数字人,16.01,-1.36,-0.22,15632.0,25482630.38,3.39,16.55,16.0,16.4,16.23,0.86,2.35,207.72,6.81,1699980224.0,1066804064.0,0.0,0.0,1.84,-4.93
2643,002889,东方嘉盛,13.07,-1.36,-0.18,12828.0,16976539.96,2.42,13.39,13.07,13.23,13.25,0.69,0.51,26.17,1.97,4936113859.0,3284289108.0,-0.15,-0.08,-20.88,-14.91
2644,603126,中材节能,7.26,-1.36,-0.1,103649.0,76293863.0,3.94,7.51,7.22,7.38,7.36,1.1,1.7,323.22,2.17,4432230000.0,4432230000.0,0.0,0.0,5.99,8.04
2645,300049,福瑞医科,57.9,-1.36,-0.8,50896.0,299145332.35,3.49,59.95,57.9,58.8,58.7,0.6,2.18,99.57,7.76,15342104610.0,13527768564.0,-0.12,-0.1,-24.41,-17.77
2646,000516,国际医学,5.08,-1.36,-0.07,622985.0,317968942.16,2.91,5.2,5.05,5.14,5.15,0.64,2.83,-29.05,3.41,11373595505.0,11200669847.0,0.0,0.4,13.14,18.41
2647,000055,方大集团,3.63,-1.36,-0.05,70949.0,26125725.0,2.99,3.73,3.62,3.69,3.68,0.76,1.05,183.99,0.64,3898163444.0,2453343591.0,0.0,-0.27,-14.39,-11.46
2648,688358,祥生医疗,29.09,-1.36,-0.4,8789.0,25823424.0,3.02,29.88,28.99,29.37,29.49,1.02,0.78,27.97,2.36,3261734082.0,3257370582.0,0.24,-0.03,-3.26,-2.38
2649,300915,海融科技,22.39,-1.37,-0.31,10934.0,24914481.04,3.83,23.26,22.39,23.26,22.7,1.52,1.9,-136.3,1.83,2817541211.0,1289715228.0,-0.58,-0.53,-10.3,-5.73
2650,301009,可靠股份,11.54,-1.37,-0.16,25732.0,30068008.0,2.65,11.85,11.54,11.66,11.7,0.55,1.7,84.08,2.35,3137264400.0,1742944223.0,-0.35,-0.26,-11.16,-8.99
2651,300871,回盛生物,23.83,-1.37,-0.33,56169.0,135112359.82,2.86,24.46,23.77,24.24,24.16,0.89,2.78,19.19,2.29,4808521227.0,4808521227.0,0.0,0.04,14.13,14.95
2652,300484,蓝海华腾,16.59,-1.37,-0.23,25605.0,43165233.18,3.21,17.11,16.57,16.98,16.82,0.87,1.54,54.51,5.09,3436849101.0,2759790049.0,0.06,0.06,-13.46,-12.91
2653,603868,飞科电器,32.47,-1.37,-0.45,21862.0,71791325.0,3.52,33.47,32.31,32.87,32.92,1.43,0.5,23.21,4.32,14143932000.0,14143932000.0,0.22,0.37,-18.23,-24.98
2654,300151,昌红科技,15.14,-1.37,-0.21,90786.0,140180417.0,4.63,15.83,15.12,15.4,15.35,0.89,2.46,124.77,5.19,8062183641.0,5579545926.0,0.0,-0.07,4.99,0.4
2655,600579,中化装备,7.92,-1.37,-0.11,40127.0,32146778.0,2.24,8.1,7.92,8.03,8.03,0.6,0.81,-108.7,2.38,3909318011.0,3909318011.0,-0.13,-0.13,-5.94,-4.58
2656,688728,格科微,12.96,-1.37,-0.18,97785.0,128142124.0,2.36,13.26,12.95,13.23,13.14,0.96,0.39,669.09,4.29,33703603204.0,32385577762.0,-0.15,-0.08,-14.57,-13.25
2657,000582,北部湾港,10.79,-1.37,-0.15,286763.0,311217017.73,2.01,10.99,10.77,10.86,10.94,0.87,1.33,26.16,1.35,27159341539.0,23272392326.0,-0.09,0.0,6.1,15.03
2658,002968,新大正,11.51,-1.37,-0.16,35076.0,40977518.0,3.94,11.92,11.46,11.75,11.67,0.93,1.65,18.81,2.06,2604457282.0,2453427379.0,-0.26,0.26,-5.5,-5.35
2659,603800,洪田股份,38.12,-1.37,-0.53,26552.0,101724493.0,3.23,38.99,37.74,38.68,38.65,0.67,1.28,95.23,9.2,7928960000.0,7928960000.0,0.0,-0.08,-26.71,-21.84
2660,002289,*ST宇顺,26.55,-1.37,-0.37,14575.0,38940959.4,3.16,27.17,26.32,26.73,26.92,0.81,0.52,-471.22,34.0,7440736611.0,7432771611.0,0.0,-0.23,-14.74,-8.98
2661,002247,聚力文化,2.87,-1.37,-0.04,218067.0,63326897.8,3.44,2.95,2.85,2.9,2.91,0.77,3.39,43.44,3.67,2441997041.0,1846961729.0,0.35,0.35,-1.71,2.14
2662,301062,上海艾录,7.9,-1.37,-0.11,70291.0,56173520.0,3.0,8.12,7.88,8.08,8.01,0.89,2.25,-53.51,2.34,3423007946.0,2469731480.0,0.0,0.0,-7.06,-4.13
2663,600438,通威股份,16.52,-1.37,-0.23,333027.0,554495240.0,2.21,16.85,16.48,16.72,16.75,0.57,0.74,-10.58,1.78,74372876270.0,74372876270.0,0.0,0.06,-22.73,-19.49
2664,600376,首开股份,5.05,-1.37,-0.07,765599.0,391224622.0,2.93,5.19,5.04,5.12,5.12,0.48,2.97,-3.15,2.0,13026804472.0,13026804472.0,0.0,-0.2,-14.7,-23.6
2665,300581,晨曦航空,12.99,-1.37,-0.18,84625.0,111306660.05,2.51,13.3,12.97,13.17,13.17,0.63,1.54,-122.41,7.48,7145923003.0,7145923003.0,-0.08,0.08,-22.03,-21.22
2666,603988,中电电机,24.26,-1.38,-0.34,42911.0,106484158.0,4.84,25.45,24.26,24.87,24.6,1.37,1.82,109.13,8.5,5705952000.0,5705952000.0,-0.21,-0.21,-2.92,-0.16
2667,301160,翔楼新材,54.2,-1.38,-0.76,15195.0,83178604.95,2.66,55.54,54.08,55.13,54.96,1.11,2.06,30.47,3.61,6154725336.0,4006964266.0,-0.07,-0.13,-16.02,-24.61
2668,688695,中创股份,24.25,-1.38,-0.34,7478.0,18387705.0,3.21,24.96,24.17,24.61,24.59,0.65,1.4,-101.67,2.65,2062495917.0,1294840342.0,0.0,0.0,-11.14,-11.59
2669,600239,云南城投,2.15,-1.38,-0.03,188089.0,41038008.0,4.13,2.23,2.14,2.19,2.18,0.89,1.17,-73.51,2.69,3452226854.0,3452226854.0,-0.46,0.0,-10.42,-8.51
2670,300454,深信服,101.72,-1.38,-1.42,60310.0,622284910.74,3.83,105.5,101.55,103.0,103.14,0.78,2.09,111.76,4.46,43898187075.0,29295658853.0,-0.05,-0.08,-8.14,-11.67
2671,002146,荣盛发展,1.43,-1.38,-0.02,941589.0,136960300.0,3.45,1.48,1.43,1.45,1.45,0.95,2.41,-1.51,0.52,6217874307.0,5593475532.0,0.0,0.0,-8.33,-12.8
2672,000948,南天信息,15.04,-1.38,-0.21,24765.0,37699223.52,2.36,15.38,15.02,15.24,15.25,0.83,0.64,-403.49,2.18,5863927161.0,5852489497.0,0.0,0.0,-14.35,-16.21
2673,600095,湘财股份,9.27,-1.38,-0.13,156980.0,146935441.0,2.55,9.5,9.26,9.37,9.4,0.73,0.55,57.11,2.16,26504670378.0,26504670378.0,0.0,0.0,-18.04,-16.18
2674,300056,中创环保,8.56,-1.38,-0.12,101596.0,88403580.38,4.15,8.86,8.5,8.69,8.68,1.0,2.64,-52.95,22.36,3299798192.0,3296886080.0,0.12,0.47,-2.51,4.14
2675,600615,鑫源智造,11.45,-1.38,-0.16,23574.0,27358549.0,3.45,11.82,11.42,11.67,11.61,0.8,1.05,380.64,3.51,2583401785.0,2579296273.0,-0.35,0.09,1.42,2.42
2676,600449,宁夏建材,12.75,-1.39,-0.18,50198.0,64742846.0,2.63,13.07,12.73,12.93,12.93,0.6,1.05,33.48,0.83,6096808286.0,6096808286.0,0.08,0.0,1.11,3.16
2677,688188,柏楚电子,129.45,-1.39,-1.83,11836.0,155202240.0,2.46,132.68,129.45,131.3,131.28,0.9,0.41,33.72,6.21,37376089050.0,37376089050.0,-0.11,-0.11,-2.57,-4.74
2678,603969,银龙股份,9.22,-1.39,-0.13,86077.0,80503538.0,3.53,9.54,9.21,9.31,9.35,0.82,1.02,21.97,2.85,8036069020.0,7779913448.0,-0.22,-0.22,-6.4,-8.8
2679,002517,恺英网络,17.7,-1.39,-0.25,317608.0,569977217.9,2.95,18.23,17.7,17.95,17.95,0.85,1.68,17.91,3.7,37815045242.0,33436834112.0,-0.17,-0.11,-19.8,-19.07
2680,600388,龙净环保,17.79,-1.39,-0.25,106784.0,191577250.0,3.22,18.33,17.75,18.05,18.04,0.55,0.84,20.31,2.06,22594123552.0,22594123552.0,-0.17,-0.11,6.08,9.07
2681,600389,江山股份,29.03,-1.39,-0.41,96167.0,280588621.0,3.29,29.67,28.7,29.43,29.44,0.88,2.23,22.05,3.05,12501769500.0,12501769500.0,0.07,0.03,14.97,14.83
2682,300687,赛意信息,18.49,-1.39,-0.26,40069.0,75139326.55,3.09,19.02,18.44,18.75,18.75,0.79,1.22,205.1,2.73,7551530669.0,6084808257.0,-0.05,0.05,-16.82,-19.5
2683,603466,风语筑,9.25,-1.39,-0.13,154291.0,144651844.0,2.45,9.48,9.25,9.36,9.38,0.87,2.59,78.3,2.61,5501770676.0,5501770676.0,-0.22,-0.32,0.76,-1.18
2684,300343,ST联创,6.39,-1.39,-0.09,169804.0,110390299.0,3.86,6.64,6.39,6.5,6.48,1.25,1.59,310.98,3.55,6826915477.0,6813141896.0,-0.16,-0.16,7.21,5.97
2685,603221,爱丽家居,11.38,-1.39,-0.16,22241.0,25715052.0,3.9,11.76,11.31,11.55,11.54,0.88,0.92,96.75,1.73,2782865200.0,2757032600.0,0.0,0.44,-9.9,-13.13
2686,603091,众鑫股份,71.01,-1.39,-1.0,3360.0,24003451.0,2.12,72.41,70.88,71.96,72.01,0.62,1.07,27.52,3.43,7259976691.0,2232669365.0,-0.55,-0.29,-14.34,-10.35
2687,301285,鸿日达,84.0,-1.39,-1.18,24073.0,203308505.26,3.64,86.3,83.2,85.0,85.18,0.56,1.16,-696.26,17.04,17360280000.0,17360280000.0,-0.5,0.0,23.24,23.93
2688,003004,*ST声迅,29.81,-1.39,-0.42,4711.0,14240299.0,3.51,30.57,29.51,29.51,30.23,0.63,0.69,-482.25,3.8,2440318323.0,2049180568.0,0.13,0.17,32.31,33.08
